time,ugeos,vgeos
2023-09-18 01:37:08.664786816,0.0223356223686971,-0.1909595225405195
2023-10-08 22:22:10.277255808,0.05364863295438575,-0.07935069892485606
2023-10-29 19:07:15.636032768,0.03524036001015036,-0.28178099754726266
2023-11-19 15:52:20.773538560,0.028199567988895547,0.08004325937527415
2023-12-10 12:37:25.612059264,0.2338157345453487,-0.20774218745087514
2023-12-31 09:22:31.786375936,0.06756066293312073,-0.11656515596971276
2024-01-21 06:07:37.102759040,0.08450979453855782,-0.2599681569143678
2024-02-11 02:52:41.625862400,,
2024-03-02 23:37:46.832115456,,
2024-03-23 20:22:50.149096832,-0.07657745398284714,-0.15493602335517193
2024-04-13 17:07:55.436704512,0.006965965391348116,-0.1952111446315313
2024-05-25 10:38:04.397382144,,
2024-06-15 07:23:09.734176640,0.07952114520301962,-0.2520689357287802
2024-07-06 04:08:11.763626240,0.2101409470252579,-0.2884200754092489
2024-07-27 00:53:17.858679168,0.17691570354293792,-0.24295498443647948
2024-08-16 21:38:22.640955392,-0.09810920322474434,-0.1431046341748446
2024-09-06 18:23:28.184351104,0.04237344711385302,-0.09667803845740804
2024-09-27 15:08:35.519835520,0.06956750247437218,-0.26185314637072776
